depth_m,gassiness_degree,open_violations,days_since_last_inspection,ch4_pct,co_ppm,o2_pct,ventilation_velocity_ms,workers_count,equipment_faults,strata_stress_mpa,temp_c,humidity_pct,grahams_ratio,gas_dispersion_index,inspection_risk_factor,risk_level
270,3,7,49,0.62,46,18.5,3.37,69,2,34.92,32.7,70.7,1.917,0.184,56.0,High
515,2,10,7,0.77,18,19.6,2.59,59,4,28.72,30.5,89.1,1.385,0.297,11.0,Medium
122,2,11,27,0.82,27,19.4,2.52,12,2,24.06,29.9,60.8,1.8,0.325,46.29,Medium
438,2,3,11,0.85,16,19.9,1.38,68,2,28.28,31.4,63.4,1.6,0.616,6.29,Medium
71,1,7,30,0.39,18,20.7,3.27,41,5,26.9,29.8,89.6,9.0,0.119,34.29,Medium
379,3,2,16,1.52,70,20.5,0.56,69,5,16.25,34.5,55.2,17.5,2.714,6.86,High
467,3,11,35,0.34,71,20.4,0.52,25,5,30.5,32.1,77.6,14.2,0.654,60.0,High
447,3,11,50,1.09,25,18.7,3.43,15,2,32.28,27.2,87.5,1.136,0.318,85.71,High
633,2,1,47,0.94,17,19.8,1.52,31,2,43.74,27.4,66.9,1.545,0.618,13.43,Medium
115,2,11,32,0.57,20,20.3,2.5,41,2,16.81,26.5,79.1,3.333,0.228,54.86,Medium
183,1,4,2,0.29,20,20.7,2.06,38,2,17.93,29.3,80.0,10.0,0.141,1.43,Medium
490,2,2,48,0.77,5,20.7,2.46,98,1,27.47,23.9,65.2,2.5,0.313,20.57,Medium
191,2,4,24,1.05,26,20.4,2.47,75,5,22.22,33.3,73.1,5.2,0.425,17.14,Medium
553,1,5,25,0.36,2,20.7,0.54,72,5,24.03,24.2,73.4,1.0,0.667,21.43,Medium
270,1,3,10,0.15,16,20.6,2.66,45,4,28.35,32.1,82.6,5.333,0.056,5.71,Low
52,3,12,34,0.48,52,19.7,1.3,39,5,16.86,24.6,78.2,4.333,0.369,63.14,High
587,3,8,6,1.63,41,19.0,2.95,17,3,26.82,29.4,63.7,2.158,0.553,7.71,High
221,1,9,18,0.03,6,20.6,0.53,80,2,31.46,23.2,61.7,2.0,0.057,25.71,Medium
273,1,12,38,0.32,4,20.4,0.73,71,3,14.05,23.3,85.9,0.8,0.438,70.57,Medium
125,2,1,35,0.55,11,20.5,1.94,85,1,9.36,29.8,65.5,2.75,0.284,10.0,Medium
239,2,10,40,0.76,25,20.2,2.2,68,0,18.47,25.3,69.3,3.571,0.345,62.86,Medium
346,1,8,16,0.05,7,20.6,1.48,53,2,29.67,30.8,72.6,2.333,0.034,20.57,Medium
561,2,2,12,0.46,38,20.6,1.02,18,3,40.71,30.7,58.3,12.667,0.451,5.14,Medium
151,2,3,20,0.42,17,20.3,0.87,74,2,12.25,26.2,73.6,2.833,0.483,11.43,Medium
200,1,6,11,0.19,15,20.8,1.3,30,4,23.4,30.6,66.4,7.5,0.146,11.0,Medium
309,2,4,24,0.57,31,20.2,3.12,28,2,31.61,26.3,67.4,4.429,0.183,17.14,Medium
45,2,6,4,0.39,16,19.7,2.95,62,2,18.09,30.4,59.9,1.333,0.132,4.0,Medium
341,3,0,21,0.69,74,19.5,1.31,64,3,19.31,26.2,74.6,5.286,0.527,3.0,High
116,1,5,47,0.31,14,20.7,3.66,71,5,31.62,29.7,88.3,7.0,0.085,40.29,Medium
538,1,9,38,0.15,11,20.4,0.8,58,0,26.08,23.3,77.4,2.2,0.187,54.29,Medium
115,1,12,47,0.23,16,20.4,2.42,62,1,22.65,33.4,75.6,3.2,0.095,87.29,Medium
306,2,4,45,0.85,24,20.8,1.64,12,1,32.51,32.0,57.4,12.0,0.518,32.14,Medium
496,2,3,12,1.12,20,19.8,3.07,51,3,23.18,25.0,67.7,1.818,0.365,6.86,Medium
63,1,10,27,0.03,18,20.5,2.39,64,3,27.54,32.5,82.9,4.5,0.013,42.43,Medium
72,3,12,21,0.44,21,20.7,3.19,78,3,9.41,25.7,66.7,10.5,0.138,39.0,Medium
584,1,8,6,0.31,15,20.8,2.02,83,3,38.65,29.9,89.8,7.5,0.153,7.71,Medium
195,2,1,12,0.96,31,20.7,1.79,92,4,27.5,26.4,73.5,15.5,0.536,3.43,Medium
340,1,6,2,0.24,12,20.6,2.72,11,1,35.03,26.2,60.3,4.0,0.088,2.0,Medium
245,2,9,23,0.21,38,20.3,3.43,83,1,19.53,24.5,60.2,6.333,0.061,32.86,Medium
170,2,1,21,1.14,18,20.8,1.1,50,1,14.17,30.6,62.1,9.0,1.036,6.0,Medium
403,1,7,8,0.16,16,20.6,1.03,58,0,33.83,27.8,81.0,5.333,0.155,9.14,Medium
429,2,1,6,0.89,11,20.8,3.04,32,4,19.65,33.9,80.4,5.5,0.293,1.71,Medium
406,2,5,27,0.37,11,20.8,0.36,34,1,24.79,34.8,83.0,5.5,1.028,23.14,High
429,3,6,7,1.83,48,19.0,2.89,55,2,27.14,34.3,84.3,2.526,0.633,7.0,High
439,3,0,18,0.32,29,18.8,2.04,92,2,21.23,22.6,84.7,1.381,0.157,2.57,Medium
79,1,12,14,0.08,18,20.9,3.05,94,2,11.75,26.8,69.5,9.0,0.026,26.0,Medium
225,1,1,11,0.34,12,20.3,0.4,13,3,20.58,24.7,69.1,2.0,0.85,3.14,Medium
69,3,0,48,1.25,30,18.7,1.59,28,3,22.09,22.6,68.2,1.364,0.786,6.86,High
268,1,1,8,0.06,2,20.5,2.04,70,3,25.58,34.8,85.0,0.5,0.029,2.29,Low
303,1,10,35,0.33,20,20.4,1.11,56,4,25.4,30.7,58.4,4.0,0.297,55.0,Medium
172,3,2,15,1.41,41,19.0,0.98,94,0,17.08,31.7,80.1,2.158,1.439,6.43,High
348,1,7,43,0.36,12,20.6,2.75,85,4,21.1,28.7,89.6,4.0,0.131,49.14,Medium
633,2,0,48,0.25,6,20.7,1.18,59,5,26.2,22.6,61.9,3.0,0.212,6.86,Low
446,1,9,31,0.17,8,20.6,1.27,71,2,40.45,24.4,85.4,2.667,0.134,44.29,Medium
490,1,4,42,0.32,17,20.8,1.99,75,2,24.38,26.4,86.2,8.5,0.161,30.0,Medium
138,2,5,49,1.11,12,19.5,3.91,76,2,24.87,22.8,67.8,0.857,0.284,42.0,Medium
153,1,11,19,0.04,18,20.4,3.33,26,2,33.45,26.0,70.3,3.6,0.012,32.57,Medium
563,1,10,15,0.07,18,20.6,3.26,12,1,34.5,31.5,67.4,6.0,0.021,23.57,Medium
411,2,11,34,1.0,18,20.7,3.08,31,2,31.51,24.1,78.8,9.0,0.325,58.29,Medium
195,2,9,28,0.51,37,20.9,3.61,35,2,20.5,22.6,88.9,18.5,0.141,40.0,Medium
519,1,11,20,0.37,4,20.3,1.82,10,0,26.45,25.3,74.5,0.667,0.203,34.29,Medium
187,2,2,49,0.3,26,19.5,3.86,41,3,20.06,32.2,77.6,1.857,0.078,21.0,Medium
322,1,6,8,0.31,2,20.7,2.23,84,5,30.18,24.0,70.5,1.0,0.139,8.0,Medium
576,1,10,39,0.3,16,20.4,3.56,70,1,23.4,30.6,65.5,3.2,0.084,61.29,Medium
389,3,0,25,1.58,72,20.2,1.13,42,0,19.77,30.1,69.9,10.286,1.398,3.57,High
145,1,11,39,0.28,15,20.6,2.66,86,2,21.49,25.1,84.7,5.0,0.105,66.86,Medium
326,3,11,18,2.07,20,18.5,2.94,42,5,34.22,28.6,69.7,0.833,0.704,30.86,High
537,1,7,15,0.29,19,20.7,2.39,85,3,38.17,30.7,58.6,9.5,0.121,17.14,Medium
661,2,10,25,0.2,10,19.6,3.13,15,4,37.95,23.4,84.3,0.769,0.064,39.29,Medium
409,2,11,39,0.56,33,20.3,2.23,63,3,31.76,31.3,56.4,5.5,0.251,66.86,Medium
448,3,10,48,1.43,52,18.7,3.71,65,5,21.54,33.8,62.6,2.364,0.385,75.43,High
69,2,4,23,0.92,24,20.1,3.97,97,2,14.36,26.6,88.8,3.0,0.232,16.43,Medium
309,2,2,14,0.92,15,20.7,3.47,81,4,31.8,30.4,80.9,7.5,0.265,6.0,Medium
381,1,8,48,0.26,12,20.7,2.67,39,2,32.85,32.8,58.5,6.0,0.097,61.71,Medium
431,1,11,32,0.38,12,20.3,1.0,54,2,34.89,32.5,86.4,2.0,0.38,54.86,Medium
357,3,11,42,1.55,35,18.7,2.93,81,2,24.48,31.8,73.8,1.591,0.529,72.0,High
454,3,2,46,1.82,47,19.9,3.89,53,4,26.6,26.6,59.7,4.7,0.468,19.71,High
371,3,7,3,0.7,38,19.1,1.14,41,4,15.91,24.0,89.7,2.111,0.614,3.43,Medium
261,1,4,16,0.4,8,20.5,3.44,12,4,25.88,28.3,70.4,2.0,0.116,11.43,Medium
634,1,9,25,0.18,13,20.8,3.77,43,5,41.09,32.4,67.7,6.5,0.048,35.71,Medium
367,2,1,45,0.67,12,19.5,3.69,27,2,21.1,33.2,89.5,0.857,0.182,12.86,Medium
559,2,8,21,1.13,18,20.1,2.42,23,4,36.83,25.0,67.2,2.25,0.467,27.0,Medium
94,2,7,32,0.57,7,20.7,2.06,85,3,8.88,22.8,89.9,3.5,0.277,36.57,Medium
191,1,5,5,0.24,15,20.7,3.79,45,4,11.44,25.3,86.4,7.5,0.063,4.29,Medium
445,1,7,20,0.35,15,20.4,2.3,78,5,30.8,30.8,66.6,3.0,0.152,22.86,Medium
640,1,0,40,0.04,4,20.6,3.0,16,5,40.59,31.8,75.6,1.333,0.013,5.71,Low
239,1,9,50,0.14,5,20.9,2.42,32,1,29.46,22.4,87.5,2.5,0.058,71.43,Medium
436,3,6,45,0.62,65,20.5,2.15,70,1,24.37,33.0,61.4,16.25,0.288,45.0,High
228,1,3,15,0.21,2,20.8,0.53,54,5,29.74,30.2,66.9,1.0,0.396,8.57,Medium
610,1,5,7,0.16,2,20.8,2.4,31,0,21.36,34.5,73.5,1.0,0.067,6.0,Medium
423,3,2,13,0.47,29,19.9,2.42,91,4,39.99,28.5,73.7,2.9,0.194,5.57,Medium
491,2,12,12,1.08,11,20.6,1.45,74,1,33.2,32.6,70.6,3.667,0.745,22.29,Medium
338,1,10,12,0.07,12,20.9,3.74,85,4,19.09,24.2,58.5,6.0,0.019,18.86,Medium
601,3,12,29,0.73,72,18.9,1.8,24,5,29.8,29.2,66.8,3.6,0.406,53.86,High
406,1,7,43,0.14,18,20.6,2.9,100,4,32.07,23.3,73.2,6.0,0.048,49.14,Medium
574,1,8,42,0.38,15,20.5,1.7,35,2,25.1,26.2,70.7,3.75,0.224,54.0,Medium
542,1,1,21,0.31,3,20.6,0.45,81,3,43.36,29.9,65.7,1.0,0.689,6.0,Medium
131,1,9,48,0.02,11,20.5,1.6,83,4,10.43,24.3,66.0,2.75,0.012,68.57,Medium
590,1,10,28,0.03,8,20.4,3.81,75,4,37.1,33.0,72.8,1.6,0.008,44.0,Medium
266,2,1,46,1.07,17,20.8,0.73,36,3,13.02,24.7,77.4,8.5,1.466,13.14,Medium
337,1,3,43,0.34,3,20.4,2.52,52,1,23.35,34.8,83.9,0.6,0.135,24.57,Low
676,2,6,44,1.02,21,20.0,0.34,83,5,27.82,33.2,76.9,2.333,3.0,44.0,High
463,1,3,50,0.28,16,20.4,2.85,72,2,27.07,29.8,76.9,3.2,0.098,28.57,Low
112,2,1,11,0.37,29,19.8,1.36,72,0,31.44,24.4,66.5,2.636,0.272,3.14,Medium
623,1,12,8,0.06,3,20.6,0.7,60,1,33.53,34.4,74.4,1.0,0.086,14.86,Medium
274,1,6,12,0.18,6,20.6,3.15,20,5,27.62,32.5,63.5,2.0,0.057,12.0,Medium
555,2,3,50,0.46,20,20.8,1.6,36,5,42.64,26.1,74.9,10.0,0.287,28.57,Medium
245,3,0,26,1.43,52,20.0,1.92,58,1,17.53,34.3,72.7,5.778,0.745,3.71,High
491,1,3,39,0.03,4,20.5,2.28,77,2,41.42,29.2,60.0,1.0,0.013,22.29,Low
673,2,11,21,0.5,40,19.5,1.73,57,0,28.43,23.9,58.6,2.857,0.289,36.0,Medium
620,1,3,49,0.37,20,20.7,1.35,90,0,37.07,29.3,57.6,10.0,0.274,28.0,Medium
670,1,11,16,0.19,6,20.6,3.55,97,3,46.46,30.0,67.1,2.0,0.054,27.43,Medium
269,1,10,47,0.02,11,20.4,2.0,32,3,21.56,35.0,85.9,2.2,0.01,73.86,Medium
594,3,6,9,1.13,67,19.5,1.74,90,2,42.06,24.7,69.2,4.786,0.649,9.0,High
412,1,10,26,0.23,13,20.8,2.33,27,5,33.4,28.9,63.6,6.5,0.099,40.86,Medium
458,1,4,14,0.36,15,20.3,1.1,60,1,28.31,28.1,74.0,2.5,0.327,10.0,Medium
604,3,10,25,0.99,32,19.1,3.06,76,3,37.76,24.3,70.5,1.778,0.324,39.29,High
616,2,10,26,0.88,35,19.9,3.75,83,1,27.3,24.0,66.1,3.5,0.235,40.86,High
667,2,10,3,1.01,7,19.9,0.63,96,0,22.88,32.2,58.0,0.7,1.603,4.71,Medium
405,1,2,14,0.33,17,20.5,0.95,49,0,30.13,26.7,86.8,4.25,0.347,6.0,Low
350,1,8,11,0.07,19,20.7,2.89,29,1,29.59,27.4,73.6,9.5,0.024,14.14,Medium
327,2,3,8,1.02,34,20.0,0.93,94,1,15.12,33.8,58.4,3.778,1.097,4.57,High
60,2,5,29,1.09,40,19.9,1.56,84,4,30.79,24.4,86.3,4.0,0.699,24.86,High
127,3,1,12,2.09,35,20.7,1.49,27,4,12.76,25.9,68.8,17.5,1.403,3.43,High
125,1,12,32,0.34,8,20.6,3.93,12,4,13.18,33.6,69.6,2.667,0.087,59.43,Medium
64,2,2,4,0.45,21,20.5,3.11,93,1,31.51,31.1,64.2,5.25,0.145,1.71,Medium
509,2,5,36,0.7,23,20.0,3.65,14,1,18.98,33.3,87.4,2.556,0.192,30.86,Medium
429,1,11,44,0.4,15,20.5,1.57,44,5,29.03,26.9,67.8,3.75,0.255,75.43,Medium
394,2,8,13,0.19,24,20.7,3.61,72,2,37.9,25.5,87.0,12.0,0.053,16.71,Medium
63,3,12,49,1.74,21,20.5,0.34,23,1,11.27,23.0,68.1,5.25,5.118,91.0,High
53,2,5,40,0.76,25,20.6,0.69,19,1,30.58,29.6,88.8,8.333,1.101,34.29,Medium
164,1,2,13,0.32,9,20.4,2.95,20,1,10.19,23.2,88.3,1.8,0.108,5.57,Low
436,1,8,13,0.19,20,20.8,0.53,70,1,33.85,31.2,72.3,10.0,0.358,16.71,Medium
229,2,1,12,0.83,8,19.7,3.44,35,2,35.07,23.9,74.0,0.667,0.241,3.43,Medium
273,1,10,38,0.11,13,20.7,2.26,47,4,18.06,27.4,77.4,6.5,0.049,59.71,Medium
297,1,2,5,0.3,15,20.3,3.13,17,0,14.87,28.4,86.6,2.5,0.096,2.14,Low
496,1,11,44,0.28,4,20.6,2.99,21,2,27.08,29.6,87.1,1.333,0.094,75.43,Medium
366,2,11,31,0.88,18,20.3,0.46,57,3,28.25,25.9,72.1,3.0,1.913,53.14,High
401,1,7,21,0.3,14,20.6,0.39,61,3,19.69,33.3,71.3,4.667,0.769,24.0,Medium
182,2,6,41,1.05,13,20.3,0.98,29,3,30.17,26.8,70.2,2.167,1.071,41.0,Medium
137,1,7,10,0.33,19,20.5,1.0,44,2,13.22,24.6,72.4,4.75,0.33,11.43,Medium
661,2,6,28,0.17,24,20.5,2.55,30,3,45.6,34.6,57.1,6.0,0.067,28.0,Medium
184,1,7,14,0.26,15,20.7,2.52,63,3,14.41,22.2,65.8,7.5,0.103,16.0,Medium
582,1,11,24,0.18,15,20.4,3.79,98,1,22.06,26.8,89.0,3.0,0.047,41.14,Medium
279,3,5,41,0.65,26,20.7,3.19,70,2,20.92,29.2,75.2,13.0,0.204,35.14,Medium
626,3,3,46,1.15,12,19.2,3.56,85,4,33.38,25.1,83.7,0.706,0.323,26.29,Medium
433,2,9,21,1.11,21,19.5,1.74,20,4,38.21,28.4,76.1,1.5,0.638,30.0,High
237,2,4,46,0.76,24,19.9,2.6,28,2,17.84,33.0,57.1,2.4,0.292,32.86,Medium
615,1,4,21,0.26,5,20.5,0.52,72,2,41.15,29.9,73.8,1.25,0.5,15.0,Medium
239,2,8,19,0.37,13,19.8,0.41,41,3,12.24,27.5,83.7,1.182,0.902,24.43,High
471,1,7,50,0.31,5,20.9,1.99,28,3,32.03,30.1,74.4,2.5,0.156,57.14,Medium
242,2,7,19,1.01,39,20.1,0.82,30,4,15.02,23.7,88.5,4.875,1.232,21.71,High
424,2,10,28,0.14,22,19.9,3.1,92,2,36.67,27.1,66.4,2.2,0.045,44.0,Medium
80,3,0,47,1.24,40,18.7,1.63,26,3,11.64,22.8,57.4,1.818,0.761,6.71,High
405,1,6,22,0.32,6,20.6,0.63,18,3,26.12,27.2,57.2,2.0,0.508,22.0,Medium
252,1,1,49,0.03,9,20.6,0.46,43,1,25.68,25.1,77.6,3.0,0.065,14.0,Medium
278,3,2,33,1.22,47,19.6,2.78,50,2,22.45,27.0,77.2,3.615,0.439,14.14,High
464,2,0,13,0.84,27,20.2,3.37,85,0,17.77,24.7,75.4,3.857,0.249,1.86,Medium
446,1,8,1,0.16,8,20.8,1.25,90,5,26.13,30.1,64.3,4.0,0.128,1.29,Medium
240,1,4,26,0.26,18,20.8,1.06,25,5,26.48,25.7,56.0,9.0,0.245,18.57,Medium
155,1,12,7,0.28,8,20.8,3.33,36,1,17.04,31.9,80.7,4.0,0.084,13.0,Medium
409,2,10,41,0.13,4,19.7,0.97,39,4,21.43,33.6,84.5,0.333,0.134,64.43,Medium
381,1,11,25,0.2,19,20.7,3.24,51,3,19.49,34.8,76.1,9.5,0.062,42.86,Medium
294,1,1,1,0.01,16,20.5,2.4,13,4,19.93,22.7,55.4,4.0,0.004,0.29,Low
203,1,5,14,0.12,2,20.5,0.43,92,1,20.02,34.6,81.0,0.5,0.279,12.0,Medium
162,1,4,30,0.02,17,20.4,0.72,36,0,26.41,34.0,81.0,3.4,0.028,21.43,Medium
280,2,9,45,0.87,13,19.7,1.77,81,2,24.51,25.5,79.6,1.083,0.492,64.29,Medium
426,1,7,28,0.27,10,20.7,2.96,69,3,38.19,24.3,55.5,5.0,0.091,32.0,Medium
247,3,0,43,1.47,65,19.8,2.9,44,1,12.22,25.1,70.7,5.909,0.507,6.14,High
277,2,11,4,0.67,27,20.4,1.67,46,2,32.62,23.1,67.9,5.4,0.401,6.86,Medium
604,2,5,48,1.13,22,19.6,2.79,91,2,30.03,27.3,75.3,1.692,0.405,41.14,High
546,2,6,24,0.48,33,20.1,2.3,65,0,27.64,29.8,86.0,4.125,0.209,24.0,Medium
208,3,5,33,0.59,27,20.7,3.23,90,1,31.17,29.8,73.9,13.5,0.183,28.29,Medium
445,1,6,8,0.37,7,20.7,2.83,74,4,17.22,22.5,58.6,3.5,0.131,8.0,Medium
382,2,5,47,0.33,26,20.5,2.84,57,4,35.21,34.2,73.3,6.5,0.116,40.29,Medium
148,1,10,30,0.32,18,20.8,2.13,29,5,9.71,33.6,61.6,9.0,0.15,47.14,Medium
113,2,4,16,0.96,5,19.4,1.39,61,2,11.14,32.7,74.0,0.333,0.691,11.43,Medium
252,1,12,44,0.15,14,20.3,2.51,19,0,22.43,25.3,88.3,2.333,0.06,81.71,Medium
391,1,3,20,0.03,17,20.9,2.15,64,4,30.53,29.7,71.7,8.5,0.014,11.43,Low
399,1,11,31,0.35,17,20.9,1.71,59,4,30.07,32.0,69.8,8.5,0.205,53.14,Medium
539,2,1,31,0.76,10,20.1,3.07,42,4,39.41,23.2,63.6,1.25,0.248,8.86,Medium
287,2,7,3,0.74,10,19.4,0.78,51,2,24.0,29.2,79.6,0.667,0.949,3.43,Medium
68,3,7,5,1.96,16,19.1,0.74,74,1,17.02,28.0,79.4,0.889,2.649,5.71,High
569,2,7,19,0.26,8,19.7,2.1,30,0,22.86,25.8,66.6,0.667,0.124,21.71,Medium
45,1,11,42,0.28,17,20.4,1.95,32,3,15.29,22.6,61.4,3.4,0.144,72.0,Medium
158,1,2,9,0.18,18,20.8,1.66,87,4,29.01,22.3,72.4,9.0,0.108,3.86,Medium
596,1,7,3,0.11,13,20.6,2.18,45,3,22.46,29.2,69.8,4.333,0.05,3.43,Medium
289,3,2,8,1.49,57,19.8,2.07,13,1,17.94,23.1,61.5,5.182,0.72,3.43,High
229,2,1,36,0.51,27,19.5,3.22,15,1,29.64,24.6,65.5,1.929,0.158,10.29,Medium
155,2,4,38,0.36,34,20.6,1.0,77,0,17.54,25.9,83.4,11.333,0.36,27.14,Medium
526,2,3,7,0.17,12,20.7,0.84,32,3,39.76,29.2,76.9,6.0,0.202,4.0,Low
109,2,1,37,1.08,20,20.0,3.08,31,1,23.74,30.2,69.5,2.222,0.351,10.57,Medium
83,3,12,26,1.39,38,20.2,0.77,13,1,17.45,30.7,87.6,5.429,1.805,48.29,High
669,3,8,27,1.69,65,19.9,1.84,92,5,29.63,24.0,76.0,6.5,0.918,34.71,High
615,1,12,10,0.32,12,20.5,2.28,92,0,32.52,26.8,68.8,3.0,0.14,18.57,Medium
374,3,7,33,1.31,27,19.6,0.64,72,3,29.5,31.8,84.4,2.077,2.047,37.71,High
541,3,8,34,1.87,75,19.0,3.73,88,5,41.94,22.8,77.0,3.947,0.501,43.71,High
371,3,9,13,0.8,64,20.0,1.0,54,2,31.5,24.5,66.7,7.111,0.8,18.57,High
667,3,2,50,1.3,36,20.3,2.45,98,2,39.78,24.5,79.0,6.0,0.531,21.43,High
217,1,11,19,0.08,17,20.5,1.75,91,1,31.35,24.7,82.6,4.25,0.046,32.57,Medium
317,3,7,35,0.98,60,18.5,1.0,53,1,16.91,25.3,57.5,2.5,0.98,40.0,High
300,3,7,36,2.07,72,19.9,2.06,84,2,19.88,28.6,69.7,7.2,1.005,41.14,High
436,1,2,12,0.04,5,20.6,1.29,25,2,17.88,31.9,89.8,1.667,0.031,5.14,Low
138,3,10,28,0.91,45,19.2,1.19,36,0,9.69,33.6,74.8,2.647,0.765,44.0,High
265,2,9,49,0.71,18,19.7,3.88,44,4,13.18,26.6,63.3,1.5,0.183,70.0,Medium
432,1,9,2,0.33,5,20.4,3.43,30,0,40.18,29.4,76.5,1.0,0.096,2.86,Medium
266,1,9,11,0.18,14,20.6,1.16,32,1,28.76,25.6,55.1,4.667,0.155,15.71,Medium
123,1,7,29,0.02,10,20.4,2.79,29,5,27.09,33.5,84.8,2.0,0.007,33.14,Medium
487,2,8,22,0.74,27,19.6,0.59,51,0,38.29,28.5,76.5,2.077,1.254,28.29,Medium
426,1,6,14,0.36,14,20.7,2.04,37,2,33.81,26.6,64.6,7.0,0.176,14.0,Medium
64,2,9,16,0.7,27,20.0,2.12,92,5,8.13,22.8,80.0,3.0,0.33,22.86,Medium
496,3,1,28,1.16,31,19.0,2.47,42,2,42.33,25.0,67.8,1.632,0.47,8.0,High
569,2,12,13,1.06,9,20.3,2.35,14,3,22.38,26.7,81.6,1.5,0.451,24.14,Medium
296,1,4,29,0.08,15,20.5,2.23,29,2,34.3,23.8,70.3,3.75,0.036,20.71,Medium
277,3,9,4,1.63,46,19.8,3.79,83,5,33.73,32.2,85.5,4.182,0.43,5.71,High
211,1,12,13,0.32,19,20.4,2.01,87,5,17.73,23.0,82.0,3.8,0.159,24.14,Medium
417,2,2,35,0.39,5,20.2,3.61,33,1,20.55,32.2,66.4,0.714,0.108,15.0,Low
443,1,0,31,0.32,16,20.4,0.95,29,1,25.89,25.1,76.3,3.2,0.337,4.43,Low
152,2,2,41,0.58,35,20.4,1.76,87,0,9.81,22.9,68.2,7.0,0.33,17.57,Medium
594,2,8,30,0.89,20,20.2,1.81,92,4,38.09,26.6,76.2,2.857,0.492,38.57,Medium
555,3,2,3,1.39,62,19.4,1.41,36,0,27.04,29.8,67.9,4.133,0.986,1.29,High
64,1,3,49,0.35,6,20.7,1.42,12,1,11.13,27.7,77.3,3.0,0.246,28.0,Low
290,1,3,29,0.09,6,20.5,0.49,42,3,22.17,27.2,80.0,1.5,0.184,16.57,Medium
189,3,1,19,1.87,19,19.9,1.61,57,0,32.01,26.6,86.8,1.9,1.161,5.43,High
564,2,0,31,0.11,10,19.6,2.93,18,2,32.26,26.3,65.9,0.769,0.038,4.43,Low
316,1,8,14,0.25,13,20.7,1.35,90,4,21.92,26.8,70.7,6.5,0.185,18.0,Medium
92,3,9,8,1.29,74,18.7,3.88,66,3,24.29,27.6,73.0,3.364,0.332,11.43,High
426,1,11,29,0.25,10,20.5,0.45,91,2,21.36,23.9,81.7,2.5,0.556,49.71,Medium
350,1,2,13,0.18,20,20.5,3.69,63,4,35.95,24.5,83.0,5.0,0.049,5.57,Medium
40,3,2,3,2.07,73,18.8,2.78,43,5,18.24,28.3,57.3,3.476,0.745,1.29,High
390,2,5,31,0.45,24,20.2,2.77,43,4,35.3,29.3,86.1,3.429,0.162,26.57,Medium
643,2,4,39,1.09,23,20.1,2.98,41,1,28.61,32.6,70.2,2.875,0.366,27.86,Medium
454,1,9,20,0.1,9,20.6,0.87,42,0,37.62,32.7,74.4,3.0,0.115,28.57,Medium
140,2,8,24,0.35,34,20.8,2.75,62,5,16.68,27.2,74.8,17.0,0.127,30.86,Medium
361,3,0,28,1.99,25,19.2,2.1,61,3,15.76,24.0,71.6,1.471,0.948,4.0,High
543,3,6,38,1.75,53,18.9,1.51,37,3,25.41,27.6,63.2,2.65,1.159,38.0,High
425,3,1,6,0.47,29,20.8,0.31,20,5,28.45,22.1,73.9,14.5,1.516,1.71,High
221,1,4,24,0.04,7,20.8,1.52,96,5,27.51,33.9,79.5,3.5,0.026,17.14,Medium
79,3,1,3,1.0,72,18.7,2.5,88,0,12.05,32.7,61.7,3.273,0.4,0.86,High
670,3,1,40,1.46,75,18.7,2.54,46,1,28.99,22.8,76.2,3.409,0.575,11.43,High
330,1,5,43,0.13,14,20.6,3.74,30,5,37.09,28.1,70.8,4.667,0.035,36.86,Medium
356,2,3,16,1.02,13,19.6,1.96,69,1,16.31,31.1,56.3,1.0,0.52,9.14,Medium
192,2,4,50,0.53,39,20.5,1.42,52,5,22.36,26.2,63.4,9.75,0.373,35.71,Medium
254,3,10,3,1.81,42,19.4,3.31,56,1,13.52,27.1,67.1,2.8,0.547,4.71,High
514,2,6,46,0.54,24,20.8,3.08,51,3,42.05,23.7,66.4,12.0,0.175,46.0,Medium
228,1,12,11,0.03,6,20.4,2.53,42,3,19.73,23.2,85.6,1.2,0.012,20.43,Medium
324,3,11,12,1.74,57,19.3,0.69,63,0,31.17,32.0,77.1,3.563,2.522,20.57,High
553,1,2,22,0.16,18,20.9,2.57,97,5,26.39,33.2,81.0,9.0,0.062,9.43,Medium
666,1,12,47,0.4,16,20.3,1.53,15,3,29.61,34.5,75.7,2.667,0.261,87.29,Medium
457,2,12,5,0.34,24,20.7,1.12,70,3,32.04,34.1,87.0,12.0,0.304,9.29,Medium
311,1,10,3,0.22,3,20.4,3.34,39,5,20.14,33.8,63.9,0.6,0.066,4.71,Medium
284,1,6,4,0.02,11,20.8,2.75,19,2,35.66,29.0,86.5,5.5,0.007,4.0,Medium
548,3,3,35,2.08,52,18.9,2.73,94,4,25.34,25.7,59.1,2.6,0.762,20.0,High
54,2,1,22,0.89,20,19.7,1.38,92,1,10.47,34.3,55.7,1.667,0.645,6.29,Medium
303,1,6,14,0.22,19,20.7,0.58,30,2,21.0,23.3,87.6,9.5,0.379,14.0,Medium
199,3,0,16,0.52,69,19.7,2.08,18,2,21.81,34.5,59.0,5.75,0.25,2.29,High
669,1,1,23,0.11,2,20.8,2.6,21,2,35.81,24.3,83.2,1.0,0.042,6.57,Low
128,3,2,10,2.08,54,18.6,3.46,53,1,13.86,28.8,79.1,2.348,0.601,4.29,High
482,1,8,50,0.24,4,20.9,3.06,61,1,29.65,24.2,76.7,2.0,0.078,64.29,Medium
